City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,bizerte,37.2744,9.8739,24.0,73,0,0.0,TN,1694289977
287,naduvattam,11.4833,76.5667,13.31,94,53,1.83,IN,1694290122
288,london,51.5085,-0.1257,26.66,65,26,2.57,GB,1694289851
289,colonia,50.9333,6.95,24.97,70,0,2.57,DE,1694289868
290,zhangye,38.9342,100.4517,20.42,25,72,1.02,CN,1694290123
291,malindi,-3.2175,40.1191,24.54,80,10,6.63,KE,1694290123
292,new baltimore,42.6811,-82.7369,21.08,72,100,2.57,US,1694290123
293,suva,-18.1416,178.4415,24.71,69,40,4.63,FJ,1694290123
294,mabaruma,8.2,-59.7833,31.51,61,29,4.37,GY,1694290124
295,preobrazheniye,42.9019,133.9064,18.31,93,100,3.79,RU,1694290124
296,hauterive,46.0901,3.4459,24.42,41,3,2.01,FR,1694290124
297,east london,-33.0153,27.9116,25.73,33,6,3.5,ZA,1694290124
298,berriane,32.8265,3.7669,32.13,21,72,3.77,DZ,1694290125
299,xiaoweizhai,26.1903,107.5125,20.63,96,8,1.28,CN,1694290125
300,mar del plata,-38.0023,-57.5575,15.53,61,100,0.89,AR,1694290097
301,geraldton,-28.7667,114.6,10.23,100,4,4.12,AU,1694290125
302,kill devil hills,36.0307,-75.676,29.43,70,0,5.66,US,1694290125
303,college,64.8569,-147.8028,16.18,64,75,5.14,US,1694290126
304,walvis bay,-22.9575,14.5053,13.94,86,39,3.34,NA,1694290126
305,saldanha,-33.0117,17.9442,14.8,80,100,11.44,ZA,1694290126
306,nemuro,43.3236,145.575,17.47,99,100,2.86,JP,1694290126
307,hanko,59.8333,22.95,17.21,93,78,8.05,FI,1694290127
308,mitchell,43.7094,-98.0298,24.99,57,20,3.09,US,1694289857
309,alta,69.9689,23.2717,18.59,78,20,2.06,NO,1694290127
310,dalnegorsk,44.5604,135.5701,16.44,98,100,0.25,RU,1694290127
311,nova vicosa,-17.8919,-39.3719,24.42,70,28,5.1,BR,1694289885
312,ibarreta,-25.2144,-59.8585,26.3,50,81,2.74,AR,1694290128
313,gamay,12.3854,125.2979,25.19,87,100,1.58,PH,1694290128
314,envira,-7.3,-70.2167,38.17,24,89,1.28,BR,1694290128
315,aracuai,-16.8497,-42.0703,30.81,28,17,2.92,BR,1694290128
316,fada,9.5667,8.3,20.08,95,100,0.92,NG,1694290129
317,lerwick,60.1545,-1.1494,14.0,93,98,5.57,GB,1694290129
318,mount gambier,-37.8333,140.7667,8.32,95,68,1.62,AU,1694289911
319,menongue,-14.6585,17.691,19.25,20,1,2.03,AO,1694290129
320,la sarre,48.8002,-79.1996,18.43,41,32,1.89,CA,1694290130
321,palora,-1.7,-77.9333,25.06,55,93,0.6,EC,1694290130
322,cascais,38.6979,-9.4215,21.95,84,20,12.52,PT,1694290130
323,tangalle,6.024,80.7911,24.56,91,93,4.43,LK,1694290130
324,kapa'a,22.0752,-159.319,28.99,71,20,6.17,US,1694290131
325,faya-largeau,17.9257,19.1043,38.5,19,3,2.12,TD,1694290131
326,itoman,26.1247,127.6694,26.21,89,2,3.6,JP,1694290131
327,chernomorskiy,44.8506,38.4936,11.38,62,31,2.84,RU,1694290131
328,shajiang,26.7825,119.9669,22.05,90,41,1.46,CN,1694290132
329,ocean shores,46.9737,-124.1563,26.92,72,0,3.6,US,1694290099
330,sisimiut,66.9395,-53.6735,5.57,70,11,2.91,GL,1694290132
331,aquin,18.2833,-73.4,30.96,63,3,2.21,HT,1694290132
332,remire-montjoly,4.9167,-52.2667,31.02,62,9,4.12,GF,1694290132
333,vilyuysk,63.7553,121.6247,1.98,98,100,2.82,RU,1694290133
334,sipocot,13.768,122.9762,24.98,92,99,0.96,PH,1694290133
335,chonchi,-42.6128,-73.8092,13.95,71,9,3.62,CL,1694290133
336,luderitz,-26.6481,15.1594,13.39,87,78,3.22,NA,1694290133
337,salina cruz,16.1667,-95.2,35.11,45,26,8.33,MX,1694290134
338,colares,38.7992,-9.4469,21.85,84,20,12.52,PT,1694290134
339,jiangyou,31.7667,104.7167,23.3,89,100,1.73,CN,1694290134
340,port lincoln,-34.7333,135.8667,11.48,82,100,4.18,AU,1694290135
341,baiyin,36.5583,104.2081,19.04,46,100,1.09,CN,1694290135
342,nabire,-3.3667,135.4833,23.74,93,100,0.34,ID,1694290135
343,san agustin de valle fertil,-30.6335,-67.4682,25.43,22,4,4.75,AR,1694290136
344,benjamin constant,-4.3831,-70.0311,34.07,58,40,2.57,BR,1694290136
345,kiama,-34.6833,150.8667,7.92,73,0,0.89,AU,1694290051
346,ta`u,-14.2336,-169.5144,26.21,78,100,3.07,AS,1694290136
347,puerto deseado,-47.7503,-65.8938,6.41,75,100,8.03,AR,1694290136
348,celestun,20.8667,-90.4,29.82,65,13,4.75,MX,1694290137
349,ahvaz,31.3203,48.6693,35.97,15,0,5.14,IR,1694290137
350,keflavik,64.0049,-22.5624,8.24,81,75,4.63,IS,1694290137
351,howard springs,-12.497,131.047,24.95,73,58,2.22,AU,1694290137
352,leava,-14.3,-178.1667,26.49,76,77,6.9,WF,1694290138
353,nikel,69.4128,30.222,18.1,89,100,6.72,RU,1694290138
354,novyy turtkul',41.55,61.0167,16.95,28,85,6.43,UZ,1694290138
355,xilin hot,43.9667,116.0333,14.52,87,38,2.55,CN,1694290138
356,preili,56.2944,26.7246,13.33,78,5,2.45,LV,1694290139
357,boali,4.8005,18.1275,22.7,87,1,1.85,CF,1694290139
358,salinas,36.6777,-121.6555,30.87,64,0,4.63,US,1694289900
359,banka,24.8833,86.9167,26.75,89,97,2.71,IN,1694290139
360,mildura,-34.2,142.15,10.51,79,86,2.64,AU,1694290140
361,mukalla,14.5425,49.1242,30.96,67,100,1.16,YE,1694290140
362,borba,-4.3878,-59.5939,40.65,19,60,1.51,BR,1694290140
363,kanggye,40.9695,126.5852,19.2,86,100,0.39,KP,1694290140
364,forio,40.7342,13.8646,26.9,61,66,3.58,IT,1694290140
365,sao joao da barra,-21.6403,-41.0511,26.05,81,1,8.26,BR,1694290124
366,ketchikan,55.3422,-131.6461,18.0,58,100,1.79,US,1694290141
367,at taj,24.2049,23.2857,31.76,21,6,4.55,LY,1694290141
368,soio,-6.1349,12.3689,22.51,91,21,2.86,AO,1694290141
369,tra vinh,9.9347,106.3453,24.86,93,100,3.07,VN,1694290142
370,namsos,64.4662,11.4957,14.95,94,16,1.03,NO,1694290142
371,sandnessjoen,66.0217,12.6316,19.29,79,100,8.81,NO,1694290142
372,sinazongwe,-17.2614,27.4618,23.78,40,0,1.15,ZM,1694290143
373,skovorodino,53.9833,123.9167,3.96,99,43,1.66,RU,1694290143
374,kupang,-10.1667,123.5833,25.32,83,74,3.09,ID,1694290143
375,khabarovsk,48.4808,135.0928,6.89,100,0,1.0,RU,1694290143
376,malabar,-33.9667,151.25,8.96,68,0,6.69,AU,1694290144
377,cidreira,-30.1811,-50.2056,14.78,89,100,3.18,BR,1694290144
378,bambari,5.768,20.6757,22.94,90,77,1.44,CF,1694290144
379,harnosand,62.6323,17.9379,16.01,85,98,5.43,SE,1694290145
380,sedrata,36.1287,7.5338,21.32,51,0,2.22,DZ,1694290145
381,tofol,5.3248,163.0078,28.9,71,8,3.9,FM,1694290145
382,san luis de la loma,17.2706,-100.8939,30.6,68,100,2.83,MX,1694290145
383,surianwan,25.4667,82.4167,26.96,91,100,3.15,IN,1694290146
384,abra pampa,-22.7205,-65.697,17.14,3,0,1.43,AR,1694290146
385,krasnokamsk,58.0802,55.7541,12.09,75,0,2.96,RU,1694290146
386,nouadhibou,20.931,-17.0347,24.99,73,5,9.26,MR,1694290147
387,duncan,34.5023,-97.9578,34.94,38,0,6.17,US,1694289867
388,kokoda,-8.8785,147.7407,22.22,93,93,0.77,PG,1694290147
389,ola,59.5833,151.2833,6.19,86,62,7.46,RU,1694290147
390,yssingeaux,45.1333,4.1167,21.7,53,1,1.79,FR,1694290148
391,acarau,-2.8856,-40.12,27.38,69,81,9.06,BR,1694290093
392,zeya,53.75,127.2667,9.23,98,100,1.28,RU,1694290148
393,sittwe,20.15,92.9,27.01,85,89,0.67,MM,1694290148
394,parakou,9.3372,2.6303,22.98,93,67,2.21,BJ,1694290149
395,nyurba,63.2842,118.3319,1.89,97,100,2.38,RU,1694290149
396,attapeu,14.8,106.8333,23.75,99,100,0.3,LA,1694290149
397,bee cave,30.3085,-97.945,40.34,35,0,3.13,US,1694290150
398,rongelap,11.1635,166.8941,28.6,75,74,5.48,MH,1694290150
399,zhabinka,52.1984,24.0115,16.09,60,69,3.46,BY,1694290150
400,sambava,-14.2667,50.1667,22.65,75,95,5.99,MG,1694290151
401,lethem,3.3803,-59.7968,32.0,48,99,1.93,GY,1694290151
402,shetpe,44.1667,52.1167,17.55,39,100,1.94,KZ,1694290151
403,yashkul',46.1711,45.3435,12.37,84,100,1.64,RU,1694290151
404,prachuap khiri khan,12.2167,99.75,24.68,79,100,3.57,TH,1694290151
405,kresttsy,58.2452,32.5165,10.04,83,12,1.36,RU,1694290152
406,watampone,-4.5386,120.3279,23.79,90,99,1.62,ID,1694290152
407,cururupu,-1.8283,-44.8683,29.4,65,71,2.32,BR,1694290152
408,usogorsk,63.4106,48.6872,12.79,79,89,0.68,RU,1694290152
409,tatarbunary,45.8373,29.6142,19.74,47,95,4.68,UA,1694290153
410,port blair,11.6667,92.75,27.08,84,100,7.88,IN,1694290153
411,upington,-28.4478,21.2561,26.21,11,0,4.12,ZA,1694289906
412,vryburg,-26.9566,24.7284,20.91,17,0,4.83,ZA,1694290153
413,heihe,50.2441,127.4902,12.32,88,93,2.7,CN,1694290154
414,la passe,45.5549,-0.8967,28.13,64,12,2.88,FR,1694290154
415,hami,42.8,93.45,23.31,25,11,5.88,CN,1694290154
416,sanming,26.2486,117.6186,22.11,82,100,0.99,CN,1694290155
417,tazovsky,67.4667,78.7,7.32,92,100,3.02,RU,1694290155
418,corner brook,48.9667,-57.9484,20.61,97,100,2.29,CA,1694290059
419,okhotsk,59.3833,143.3,5.78,58,0,9.94,RU,1694290155
420,pisco,-13.7,-76.2167,21.03,68,40,2.57,PE,1694290156
421,kone,-21.0595,164.8658,19.16,85,0,1.66,NC,1694290156
422,mahavelona,-17.6848,49.5087,19.99,82,6,2.38,MG,1694290156
423,shahrud,36.4182,54.9763,21.66,51,0,3.79,IR,1694290156
424,san andres,12.5847,-81.7006,32.01,66,20,6.17,CO,1694290157
425,spasskoye,44.6108,132.7969,14.01,70,100,1.35,RU,1694290157
426,tutoia,-2.7619,-42.2744,26.99,75,94,6.15,BR,1694290157
427,fort mcmurray,56.7268,-111.381,22.87,31,7,0.95,CA,1694290158
428,otofuke,42.9917,143.2003,19.32,96,87,1.31,JP,1694290158
429,mizunami,35.3667,137.25,25.18,90,75,1.67,JP,1694290158
430,zaozersk,69.4005,32.4476,15.78,90,99,6.75,RU,1694290159
431,cruz del eje,-30.7264,-64.8039,24.5,26,58,8.01,AR,1694290159
432,uliastay,47.7417,96.8444,6.62,72,100,1.52,MN,1694290160
433,bonthe,7.5264,-12.505,25.39,87,100,4.73,SL,1694290160
434,kani keli,-12.9536,45.1033,25.59,72,1,2.85,YT,1694290160
435,pariaman,-0.619,100.12,24.03,93,100,1.51,ID,1694290161
436,bamboo flat,11.7,92.7167,27.08,85,100,7.8,IN,1694290161
437,parras de la fuente,25.4167,-102.1833,31.0,18,2,5.59,MX,1694289884
438,sidi bel abbes,35.1899,-0.6309,21.5,65,3,2.0,DZ,1694290162
439,kitui,-1.367,38.0106,18.9,67,86,4.63,KE,1694290162
440,carauari,-4.8828,-66.8958,33.57,46,84,1.24,BR,1694290163
441,maardu,59.4767,25.025,15.0,95,20,1.54,EE,1694290163
442,luanda,-8.8368,13.2343,21.11,92,26,4.67,AO,1694290163
443,gordonvale,-17.0936,145.7842,22.88,98,100,2.79,AU,1694290164
444,thinadhoo,0.5333,72.9333,28.1,79,15,6.6,MV,1694290164
445,springs,-26.25,28.4,20.23,47,0,1.92,ZA,1694290164
446,papao,-17.75,-149.55,27.82,81,4,7.77,PF,1694290165
447,gunnedah,-30.9833,150.25,1.96,67,5,2.05,AU,1694290165
448,holualoa,19.6228,-155.9522,26.97,76,40,4.12,US,1694290166
449,florence,43.7667,11.25,26.8,44,0,1.03,IT,1694290166
450,hoemul-li,41.4339,129.67,19.79,91,89,0.93,KP,1694290166
451,nantucket,41.2835,-70.0995,27.03,83,0,5.14,US,1694290103
452,singleton,-32.5667,151.1833,4.43,88,10,0.45,AU,1694290167
453,ashland,40.8167,-82.2665,21.7,100,99,4.48,US,1694290101
454,fort bragg,35.139,-79.006,27.75,73,100,3.09,US,1694290167
455,lakatoro,-16.0999,167.4164,24.17,82,87,3.47,VU,1694290168
456,kimbe,-5.5502,150.1429,24.25,90,92,1.76,PG,1694290168
457,ipilan,8.8431,117.9033,26.37,84,67,0.79,PH,1694290169
458,mata-utu,-13.2816,-176.1745,26.64,78,52,5.64,WF,1694290169
459,ondangwa,-17.9167,15.95,25.85,14,3,3.78,NA,1694290170
460,sezanne,48.7205,3.7234,25.88,48,0,3.73,FR,1694290170
461,ishikawa,26.4233,127.8214,26.18,78,0,1.54,JP,1694290170
462,swakopmund,-22.6833,14.5333,13.88,84,61,0.45,NA,1694290171
463,baissa,7.2333,10.6333,22.75,97,100,0.46,NG,1694290171
464,maroua,10.591,14.3159,27.08,68,54,2.9,CM,1694290171
465,goz beida,13.95,20.55,29.59,47,98,5.08,TD,1694290172
466,stettler,52.3168,-112.7186,22.08,31,4,4.37,CA,1694290172
467,mount pleasant,32.7941,-79.8626,29.99,77,0,3.6,US,1694290089
468,qamdo,31.1667,97.2333,6.14,88,100,0.66,CN,1694290172
469,baardheere,2.3446,42.2764,26.27,56,63,8.52,SO,1694290173
470,arteche,12.2645,125.4048,25.28,87,100,1.71,PH,1694290173
471,ambon,-3.6954,128.1814,26.04,95,40,2.06,ID,1694290173
472,diego de almagro,-26.3667,-70.05,29.94,7,97,4.64,CL,1694290174
473,bardai,11.65,7.2333,22.73,85,73,6.64,NG,1694290174
474,sinabang,2.4803,96.3801,25.54,83,100,1.76,ID,1694290174
475,fort-shevchenko,44.5086,50.263,16.97,79,100,3.14,KZ,1694290174
476,kisangani,0.5167,25.2,22.27,98,100,0.65,CD,1694290175
477,antonio enes,-16.2325,39.9086,23.19,83,0,2.94,MZ,1694290175
478,camana,-16.6228,-72.7111,20.42,70,21,3.78,PE,1694290175
479,talcahuano,-36.7167,-73.1167,14.82,82,75,4.63,CL,1694289915
480,lazaro cardenas,17.9583,-102.2,30.46,65,66,4.32,MX,1694290169
481,marang,5.2056,103.2059,24.85,88,86,1.85,MY,1694290176
482,egilsstadir,65.2653,-14.3948,7.22,88,100,1.94,IS,1694290176
483,brisas de zicatela,15.8369,-97.0419,30.29,54,100,3.09,MX,1694290177
484,hobyo,5.3505,48.5268,25.1,86,13,11.5,SO,1694290177
485,roma,43.2128,-75.4557,23.74,76,0,0.0,US,1694290128
486,chegdomyn,51.1167,133.0167,4.57,65,13,1.42,RU,1694290178
487,dzuunharaa,48.8523,106.4579,9.32,92,100,2.09,MN,1694290178
488,santa eularia des riu,38.9846,1.5341,25.01,75,0,3.6,ES,1694290179
489,half moon bay,37.4636,-122.4286,30.33,62,0,6.69,US,1694290179
490,xiongzhou,25.1167,114.3,23.65,99,99,0.37,CN,1694290179
491,grand-bourg,15.8835,-61.3148,29.97,73,28,3.94,GP,1694290179
492,guerrero negro,27.9769,-114.0611,27.34,58,26,7.12,MX,1694290179
493,marquette,46.5333,-87.6335,22.65,69,35,1.34,US,1694290180
494,port douglas,-16.4833,145.4667,22.82,86,100,6.04,AU,1694290180
495,sokol,59.4617,40.1206,10.51,95,2,2.01,RU,1694290180
496,itaituba,-4.2761,-55.9836,39.87,21,56,1.43,BR,1694290093
497,zhaoyuan,37.3592,120.3964,18.92,93,92,1.78,CN,1694290181
498,jining,35.405,116.5814,21.28,79,93,1.9,CN,1694290181
499,perryton,36.4,-100.8027,31.78,34,0,6.17,US,1694290181
500,porbandar,21.6422,69.6093,27.38,81,46,5.95,IN,1694290181
501,guymon,36.6828,-101.4816,32.0,43,0,4.12,US,1694290182
502,labytnangi,66.6572,66.4183,7.92,88,17,1.84,RU,1694290182
503,tarhuna,32.435,13.6332,23.04,69,0,4.91,LY,1694290182
504,oulad teima,30.3947,-9.209,22.6,68,0,2.96,MA,1694290182
505,kilindoni,-7.9139,39.6668,24.9,78,0,6.94,TZ,1694290183
506,dhidhdhoo,6.8833,73.1,27.76,79,93,3.88,MV,1694290183
507,the pas,53.8251,-101.2541,18.76,42,83,1.67,CA,1694290183
508,hammerfest,70.6634,23.6821,16.25,72,20,5.14,NO,1694290183
509,klaksvik,62.2266,-6.589,11.51,85,0,7.93,FO,1694290184
510,saynshand,44.8824,110.1163,21.4,24,33,6.92,MN,1694290184
511,blora,-6.9698,111.4186,21.7,68,55,2.46,ID,1694290184
512,hithadhoo,-0.6,73.0833,27.95,77,11,5.54,MV,1694290185
513,andergrove,-21.0833,149.1833,20.32,84,2,6.01,AU,1694290185
514,binbrook,43.121,-79.804,19.95,95,100,4.12,CA,1694290185
515,curumani,9.1999,-73.5427,33.53,55,100,1.59,CO,1694290185
516,bridgewater,44.3835,-64.5155,27.84,79,29,0.89,CA,1694290033
517,chibuto,-24.6867,33.5306,20.93,55,0,4.47,MZ,1694290186
518,fisterra,42.9049,-9.2629,20.97,87,75,5.98,ES,1694290186
519,yuzhno-kurilsk,44.0306,145.8556,16.58,99,100,3.83,RU,1694290186
520,thief river falls,48.1191,-96.1812,23.53,35,0,6.69,US,1694290186
521,saint-joseph,-21.3667,55.6167,21.21,75,6,3.81,RE,1694290187
522,al fujairah city,25.1164,56.3414,29.07,89,98,1.54,AE,1694290187
523,zemio,5.0314,25.1361,23.43,83,100,0.46,CF,1694290187
524,grand falls-windsor,48.9332,-55.6649,21.66,86,99,2.07,CA,1694290111
525,howrah,22.5892,88.3103,28.0,94,20,2.57,IN,1694290188
526,simmern,49.9833,7.5167,24.81,60,0,1.54,DE,1694289907
527,usevia,-7.1,31.2333,23.98,34,7,1.55,TZ,1694290188
528,miri,4.4148,114.0089,25.38,87,100,1.22,MY,1694290188
529,alghero,40.5589,8.3181,22.05,83,0,2.06,IT,1694290189
530,namibe,-15.1961,12.1522,17.93,84,91,5.43,AO,1694290189
531,nema,57.5067,50.5011,11.51,75,52,3.58,RU,1694290189
532,fortaleza,-3.7227,-38.5247,28.07,74,20,6.69,BR,1694290189
533,alaghsas,17.0187,8.0168,30.44,35,100,8.58,NE,1694290190
534,nishifukuma,33.7667,130.4667,23.0,83,50,1.23,JP,1694290190
535,westport,41.1415,-73.3579,29.31,82,0,3.6,US,1694290027
536,isla mujeres,21.2311,-86.731,32.03,77,0,3.64,MX,1694290190
537,hakha,22.65,93.6167,15.95,99,66,1.18,MM,1694290191
538,bhadrachalam,17.6667,80.8833,25.47,93,100,0.95,IN,1694290191
539,kiunga,-6.1219,141.2906,23.18,99,100,0.82,PG,1694290191
540,olyokminsk,60.3736,120.4264,1.85,84,93,0.99,RU,1694290191
541,narvik,68.4384,17.4272,16.81,91,85,3.76,NO,1694290191
542,constitucion,-35.3333,-72.4167,12.87,93,100,5.89,CL,1694290192
543,kholmsk,47.0511,142.0569,13.17,91,95,2.23,RU,1694290192
544,saint-georges,12.0564,-61.7485,29.61,69,3,6.23,GD,1694290192
545,minas de marcona,-15.2119,-75.1103,18.31,60,0,6.31,PE,1694290192
546,yarmouth,41.7057,-70.2286,29.42,84,20,4.12,US,1694290193
547,imbituba,-28.24,-48.6703,22.17,89,100,5.95,BR,1694290193
548,mohr,54.3528,9.7167,21.08,89,5,0.51,DE,1694290193
549,zhoukou,33.6333,114.6333,24.85,69,85,2.84,CN,1694290193
550,liezen,47.5667,14.2333,17.6,80,6,2.28,AT,1694290194
551,es castell,39.8795,4.2854,23.38,78,0,1.54,ES,1694290194
552,ustka,54.5805,16.8619,18.69,63,100,3.86,PL,1694290194
553,pacific grove,36.6177,-121.9166,24.58,81,0,4.92,US,1694290194
554,abong mbang,3.9833,13.1833,20.44,97,100,1.88,CM,1694290194
555,kendari,-3.945,122.4989,22.72,93,100,1.51,ID,1694290195
556,al jawf,29.5,38.75,32.0,17,60,6.9,SA,1694290195
557,djambala,-2.5447,14.7533,22.5,73,100,1.4,CG,1694290195
558,semirara,12.0697,121.3986,28.4,75,98,3.41,PH,1694290195
559,zonguldak,41.25,31.8333,11.33,83,21,1.55,TR,1694290196
560,shalqar,47.8333,59.6,14.87,40,88,1.85,KZ,1694290196
561,renqiu,38.6989,116.0936,19.61,96,100,2.23,CN,1694290099
562,cadale,2.7603,46.3222,24.79,87,91,7.89,SO,1694290196
563,lautoka,-17.6167,177.4667,24.92,61,40,5.66,FJ,1694290197
564,belel,7.05,14.4333,16.33,97,20,1.45,CM,1694290197
565,enshi,30.3,109.4833,22.56,86,16,0.38,CN,1694290197
566,illizi,26.4833,8.4667,31.03,19,0,5.12,DZ,1694290197
567,buta,2.7858,24.73,22.96,91,98,0.89,CD,1694290197
568,axim,4.8699,-2.2405,24.78,89,100,2.15,GH,1694290198
569,kudat,6.8837,116.8477,25.64,86,62,2.27,MY,1694290198
570,kailua-kona,19.6406,-155.9956,29.04,76,40,4.12,US,1694290017
571,nastola,60.95,25.9333,13.24,96,4,1.95,FI,1694290198
572,lagos,6.5833,3.75,24.63,90,87,1.62,NG,1694290199
573,cockburn town,21.4612,-71.1419,29.47,74,0,6.59,TC,1694290199
